city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
6958004,Changying,CN,52.87,123.32,11/05/20,            10.99,94,0,4.65
2636790,Stornoway,GB,58.21,-6.39,11/05/20,            51.89,76,75,14.99
2255542,Owando,CG,-0.48,15.9,11/05/20,            70.09,96,100,2.66
108410,Riyadh,SA,24.69,46.72,11/05/20,            71.6,26,0,2.24
4681976,Cleburne,US,32.35,-97.39,11/05/20,            77.31,53,40,12.75
2176639,Batemans Bay,AU,-35.72,150.18,11/05/20,            42.78,96,37,6.04
2108857,Gizo Government Station,SB,-8.1,156.84,11/05/20,            82.99,71,100,5.26
2036069,Linjiang,CN,41.81,126.91,11/05/20,            41.79,85,100,3.78
286245,Sur,OM,22.57,59.53,11/05/20,            74.28,57,0,7.45
2519234,Coria,ES,39.99,-6.54,11/05/20,            54,88,100,8.01
1045114,Inhambane,MZ,-23.86,35.38,11/05/20,            78.39,88,40,13.87
3461425,Ilhabela,BR,-23.78,-45.36,11/05/20,            67.75,81,49,2.1
2015913,Suntar,RU,62.14,117.63,11/05/20,            3.51,94,100,4.03
2127060,Arman',RU,59.7,150.17,11/05/20,            3.79,84,95,11.61
1152222,Mae Hong Son,TH,19.3,97.97,11/05/20,            71.46,84,26,1.54
60019,Eyl,SO,7.98,49.82,11/05/20,            77.83,60,59,11.12
5321473,Winslow,US,35.02,-110.7,11/05/20,            62.6,29,1,4.76
1259184,Puri,IN,19.8,85.85,11/05/20,            73.4,83,0,6.87
2381334,Atar,MR,20.52,-13.05,11/05/20,            91.53,15,100,7.29
2630299,Hofn,IS,64.25,-15.21,11/05/20,            47.26,71,10,44.34
3347019,Mossamedes,AO,-15.2,12.15,11/05/20,            70.88,66,0,8.25
4470244,Havelock,US,34.88,-76.9,11/05/20,            74.57,66,15,7
1651103,Atambua,ID,-9.11,124.89,11/05/20,            74.91,78,0,1.86
4854534,Dubuque,US,42.48,-90.87,11/05/20,            70.18,52,1,5.82
1862505,Hirara,JP,24.8,125.28,11/05/20,            79.29,90,93,16.06
1855342,Nishihara,JP,26.18,127.76,11/05/20,            77,94,90,20.8
610298,Beyneu,KZ,45.32,55.2,11/05/20,            41.97,66,0,14
1486321,Yar-Sale,RU,66.83,70.83,11/05/20,            8.92,96,100,10.74
3401703,Coroatá,BR,-4.13,-44.12,11/05/20,            84.02,82,100,2.37
922704,Lubumbashi,CD,-11.66,27.48,11/05/20,            80.6,57,0,2.04
5563839,Fortuna,US,40.6,-124.16,11/05/20,            63.1,82,20,4.7
1529651,Altay,CN,47.87,88.12,11/05/20,            22.41,87,0,2.57
5720495,Coos Bay,US,43.37,-124.22,11/05/20,            60.66,100,90,4.7
5742974,North Bend,US,43.41,-124.22,11/05/20,            59.25,100,90,4.7
3663516,Mâncio Lima,BR,-7.61,-72.9,11/05/20,            93.2,52,40,3.36
2155562,Nelson Bay,AU,-32.72,152.15,11/05/20,            59.95,93,75,13.87
3408368,Acaraú,BR,-2.89,-40.12,11/05/20,            84.7,61,1,19.53
3383384,Onverwacht,SR,5.58,-55.18,11/05/20,            83.16,83,40,5.82
3385899,Tutóia,BR,-2.76,-42.27,11/05/20,            87.8,66,20,17.22
2960970,Westport,IE,53.8,-9.52,11/05/20,            47.17,22,97,1.16
1510916,Barabinsk,RU,55.36,78.36,11/05/20,            33.51,94,94,7.52
3466980,Caravelas,BR,-17.71,-39.25,11/05/20,            72.63,95,100,4.76
3114530,Palencia,ES,42.42,-4.5,11/05/20,            50.97,84,100,8.01
4946620,Palmer,US,42.16,-72.33,11/05/20,            67.03,32,20,12.75
3380290,Sinnamary,GF,5.38,-52.95,11/05/20,            78.8,87,100,10.54
3461023,Iraquara,BR,-12.25,-41.62,11/05/20,            81.1,57,65,4.5
3420846,Qaqortoq,GL,60.72,-46.03,11/05/20,            21.2,41,20,9.17
3445307,Vera Cruz,BR,-12.63,-41.03,11/05/20,            81.3,64,27,3.65
3388847,São Félix do Xingu,BR,-6.64,-51.99,11/05/20,            82.38,84,100,0.4
3393115,Paracuru,BR,-3.41,-39.03,11/05/20,            82,74,84,15.99
2446796,Bilma,NE,18.69,12.92,11/05/20,            74.75,20,19,8.34
2142316,Yeppoon,AU,-23.13,150.73,11/05/20,            69.8,83,0,4.09
4034438,Haapiti,PF,-17.57,-149.87,11/05/20,            73.4,88,75,20.8
3421193,Paamiut,GL,61.99,-49.67,11/05/20,            26.53,89,100,20.22
1272970,Dhandhuka,IN,22.37,71.98,11/05/20,            79.68,36,0,4.72
2122614,Okha,RU,53.57,142.95,11/05/20,            27.81,94,100,23.06
2033574,Zhangjiakou Shi Xuanhua Qu,CN,40.61,115.04,11/05/20,            46.78,48,100,8.99
1786867,Yashan,CN,22.2,109.94,11/05/20,            67.86,86,67,2.08
